,title,author,publisher,description,Amazon_url,times_listed,first_date_listed,last_date_listed,weeks_on_list,worst_rank,best_rank,Amazon_reviews,Amazon_rating,NYT_price,Amazon_price,Amazon_price_as%_NYT_price
607,GIDEON’S CORPSE,Douglas Preston and Lincoln Child,Grand Central,Gideon Crew works to avoid a threatened terrorist attack on an American city.,http://www.amazon.com/Gideons-Corpse-Douglas-Preston/dp/0446564389?tag=NYTBS-20,3,2012-01-29,2012-02-12,2,3,12,366.0,,26.99,15.01,55.61
608,GIDEON’S SWORD,Douglas Preston and Lincoln Child,Grand Central,Gideon Crew avenges his father’s death and is sent on a mission by a government contractor.,http://www.amazon.com/Gideons-Sword-Douglas-Preston/dp/0446564311?tag=NYTBS-20,4,2011-03-13,2011-04-03,2,3,11,561.0,,26.99,,
609,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,Knopf,A hacker and a journalist investigate the disappearance of an octogenarian’s niece 40 years ago.,http://www.amazon.com/Girl-Dragon-Tattoo-Stieg-Larsson/dp/0307269752?tag=NYTBS-20,12,2008-10-05,2009-02-01,5,7,10,6070.0,4.3,24.95,9.99,40.04
610,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson,Knopf,"The third volume of the Millennium trilogy, about a Swedish hacker and a journalist.",http://www.amazon.com/Girl-Kicked-Hornets-Millennium-Trilogy/dp/030726999X?tag=NYTBS-20,80,2010-06-13,2012-03-04,9,9,1,14700.0,4.6,27.95,9.99,35.74
611,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,Knopf,"In the second volume of the Millennium trilogy, the Swedish hacker Lisbeth Salander becomes a murder suspect.",http://www.amazon.com/Girl-Played-Fire-Millennium-Trilogy/dp/0307476154?tag=NYTBS-20,29,2009-08-16,2010-04-04,9,9,1,14698.0,4.6,25.95,9.99,38.5
612,THE GIRLS OF AUGUST,Anne Rivers Siddons,Grand Central,Four friends who vacation together are shaken by surprising discoveries. ,http://www.amazon.com/Girls-August-Anne-Rivers-Siddons-ebook/dp/B00A2C6EWO?tag=NYTBS-20,1,2014-07-27,2014-07-27,1,13,13,,,0.0,,
613,A GIRL'S GUIDE TO MOVING ON,Debbie Macomber,Ballantine,A mother and her daughter-in-law both leave unhappy marriages and take up with new men.,http://www.amazon.com/Girls-Guide-Moving-On-Novel-ebook/dp/B00ZNE17B4?tag=NYTBS-20,4,2016-03-13,2016-04-03,3,5,14,986.0,4.6,0.0,5.99,inf
614,THE GIRLS,Emma Cline,Random House,"In the summer of 1969, a California teenager is drawn to a Manson-like cult.",http://www.amazon.com/Girls-Novel-Emma-Cline-ebook/dp/B015LYZH20?tag=NYTBS-20,12,2016-07-03,2016-09-18,9,7,10,1849.0,3.4,0.0,12.99,inf
615,GLORY OVER EVERYTHING,Kathleen Grissom,Simon & Schuster,,http://www.amazon.com/Glory-over-Everything-Beyond-Kitchen/dp/1476748446?tag=NYTBS-20,1,2016-04-24,2016-04-24,0,20,20,,4.7,0.0,,
616,GO SET A WATCHMAN,Harper Lee,Harper,"In the mid-1950s, a grown-up Jean Louise Finch returns to Maycomb and realizes that her adored father is a racist.",http://www.amazon.com/Go-Set-Watchman-A-Novel/dp/0062409859?tag=NYTBS-20,38,2015-08-02,2016-04-17,9,9,1,11851.0,3.5,0.0,11.99,inf
617,GOD HELP THE CHILD,Toni Morrison,Knopf,Her mother’s rejection shapes the life of a dark-skinned woman who is successful in business but personally unhappy.,http://www.amazon.com/God-Help-Child-A-novel/dp/0307594173?tag=NYTBS-20,7,2015-05-10,2015-06-21,6,9,11,865.0,4.1,0.0,11.99,inf
618,GODDESS OF VENGEANCE,Jackie Collins,St. Martin’s,Lucky Santangelo fends off a Middle Eastern prince who wants to buy her Las Vegas hotel complex.,http://www.amazon.com/Goddess-Vengeance-Jackie-Collins-ebook/dp/B004H1TC3Y?tag=NYTBS-20,2,2011-10-02,2011-10-09,2,13,10,190.0,,26.99,,
619,THE GODS OF GUILT,Michael Connelly,"Little, Brown","Mickey Haller, a.k.a. the Lincoln lawyer, defends a “digital pimp” accused of murder. Outside the courtroom, he confronts killers, crooked cops and an angry daughter.",http://www.amazon.com/Gods-Guilt-Lincoln-Lawyer-Novel/dp/1455575992?tag=NYTBS-20,9,2013-12-22,2014-02-16,9,8,10,3994.0,4.5,0.0,9.99,inf
620,GOLD,Chris Cleave,Simon & Schuster,"Two women, friends and rivals, face a great challenge: the 2012 Olympics.",http://www.amazon.com/Gold-A-Novel-Chris-Cleave/dp/1451672721?tag=NYTBS-20,1,2012-07-22,2012-07-22,1,14,14,,3.8,27.0,,
621,THE GOLDEN EGG,Donna Leon,Atlantic Monthly,Venice’s Commissario Guido Brunetti looks into the suspicious death of a deaf and mentally disabled man.,http://www.amazon.com/Golden-Commissario-Guido-Brunetti-Mysteries/dp/0802121012?tag=NYTBS-20,2,2013-04-14,2013-04-21,1,7,18,593.0,4.2,26.0,9.0,34.62
622,GOLDEN SON,Pierce Brown,Del Rey,"In Book 2 of the Red Rising trilogy, set in a dystopian future, a young laborer in the mines of Mars fights his world’s ruling elite.",http://www.amazon.com/Golden-Son-Rising-Trilogy-Book-ebook/dp/B00I765ZEU?tag=NYTBS-20,2,2015-01-25,2015-02-01,1,6,20,,4.7,0.0,,
623,GONE,Randy Wayne White,Putnam,"Hannah Smith, a friend of White’s character Doc Ford, searches Florida for a missing girl and the con man who seduced her.",http://www.amazon.com/Gone-A-Hannah-Smith-Novel/dp/0399158499?tag=NYTBS-20,2,2012-09-23,2012-09-30,1,17,15,312.0,3.7,25.95,3.99,15.38
624,GONE GIRL,Gillian Flynn,Crown,A woman disappears on the day of her fifth anniversary; is her husband a killer?,http://www.amazon.com/Gone-Girl-Novel-Gillian-Flynn-ebook/dp/B006LSZECO?tag=NYTBS-20,87,2012-06-24,2014-05-04,9,9,1,44922.0,4.0,25.0,9.99,39.96
625,GONE,James Patterson and Michael Ledwidge,"Little, Brown","Detective Michael Bennett, living with his 10 adopted children on a California farm, is pursued by the head of a Mexican drug cartel he once put in jail. ",http://www.amazon.com/Gone-Michael-Bennett-James-Patterson-ebook/dp/B00BAXFAXI?tag=NYTBS-20,5,2013-10-20,2013-11-17,5,8,16,1927.0,4.5,0.0,9.99,inf
626,GONE TOMORROW,Lee Child,Delacorte,Jack Reacher discovers a conspiracy dating back to the Soviet war in Afghanistan.,http://www.amazon.com/Gone-Tomorrow-Jack-Reacher-13/dp/0440243688?tag=NYTBS-20,5,2009-06-07,2009-07-05,5,9,1,2148.0,4.5,27.0,9.99,37.0
627,GRACE,Richard Paul Evans,Simon & Schuster,"A runaway girl and the two boys who try to save her, from the author of “The Christmas Box” and “The Gift.”",http://www.amazon.com/Grace-Novel-Richard-Paul-Evans/dp/1416550038?tag=NYTBS-20,2,2008-10-26,2008-11-02,1,8,17,162.0,4.6,19.95,8.99,45.06
628,GRAVE SECRET,Charlaine Harris,Berkeley Prime Crime,"
Harper Connelly and her stepbrother Tolliver head for Texas and into family trouble.",http://www.amazon.com/Grave-Secret-Harper-Connelly-Mysteries/dp/0425237516?tag=NYTBS-20,1,2009-11-15,2009-11-15,1,9,9,288.0,4.4,24.95,6.39,25.61
629,GRAY MOUNTAIN,John Grisham,Doubleday,"In a small Virginia town, a downsized Wall Street lawyer joins a legal clinic and becomes involved in litigation against the mining industry.",http://www.amazon.com/Gray-Mountain-Novel-John-Grisham/dp/038553714X?tag=NYTBS-20,23,2014-11-09,2015-04-12,9,9,1,18324.0,3.8,0.0,9.99,inf
630,A GREAT RECKONING,Louise Penny,Minotaur,"Armand Gamache, the retired homicide chief of the Sûreté du Québec, investigates a murder at the police academy.",http://www.amazon.com/Great-Reckoning-Novel-Inspector-Gamache/dp/1250022134?tag=NYTBS-20,5,2016-09-18,2016-10-16,5,4,1,2917.0,4.8,0.0,9.99,inf
631,GREEN,Ted Dekker,Thomas Nelson,,http://www.amazon.com/Green-The-Circle-Book-Beginning/dp/1595542884?tag=NYTBS-20,1,2009-09-20,2009-09-20,0,20,20,326.0,4.1,0.0,4.43,inf
632,GUARDIAN OF LIES,Steve Martini,Morrow/HarperCollins,"The lawyer Paul Madriani unravels a mystery involving gold coins, the C.I.A., and a weapon forgotten since the Cuban missile crisis.",http://www.amazon.com/Guardian-Lies-Paul-Madriani-Novel/dp/006123091X?tag=NYTBS-20,3,2009-08-02,2009-08-16,1,20,10,165.0,4.0,26.99,9.99,37.01
633,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,Mary Ann Shaffer and Annie Barrows,Dial,Residents of Guernsey who resisted the Nazis.,http://www.amazon.com/Guernsey-Literary-Potato-Peel-Society/dp/0385340990?tag=NYTBS-20,40,2008-08-17,2009-05-17,9,9,10,4907.0,4.7,22.0,12.99,59.05
634,GUILT,Jonathan Kellerman,Ballantine,"The psychologist-detective Alex Delaware traces a bizarre new case back some 60 years, to the story of a beautiful nurse and a notorious hospital.",http://www.amazon.com/Guilt-An-Alex-Delaware-Novel-ebook/dp/B009QJNRZQ?tag=NYTBS-20,4,2013-03-03,2013-03-24,3,9,17,1028.0,4.2,28.0,9.99,35.68
635,GUILTY MINDS,Joseph Finder,Dutton,"Nick Heller, a Boston-based private intelligence operative, is called in when a slander site prepares to defame a Supreme Court justice.",http://www.amazon.com/Guilty-Minds-Joseph-Finder/dp/0525954627?tag=NYTBS-20,1,2016-08-07,2016-08-07,1,14,14,276.0,4.3,0.0,14.96,inf
636,THE GUILTY,David Baldacci,Grand Central,The government hit man Will Robie investigates murder charges against his estranged father in their Mississippi hometown.,http://www.amazon.com/Guilty-Will-Robie-David-Baldacci/dp/1455586439?tag=NYTBS-20,12,2015-12-06,2016-02-21,9,8,13,4393.0,4.5,0.0,9.99,inf
637,GUILTY WIVES,James Patterson and David Ellis,"Little, Brown","Four friends in Monte Carlo for a luxurious girls’ vacation find themselves in prison, accused of an unthinkable crime. ",http://www.amazon.com/Guilty-Wives-James-Patterson-ebook/dp/B004QX07EQ?tag=NYTBS-20,8,2012-04-15,2012-06-03,6,7,17,1795.0,4.2,27.99,9.99,35.69
638,GYPPED,Carol Higgins Clark,Scribner,P.I. Regan Reilly encounters an old acquaintance who is in trouble.,http://www.amazon.com/Gypped-A-Regan-Reilly-Mystery-ebook/dp/B005GG0MV0?tag=NYTBS-20,1,2012-04-22,2012-04-22,1,11,11,195.0,4.3,25.0,7.99,31.96
639,THE GYPSY MORPH,Terry Brooks,Del Rey/ Ballantine,The third volume of the Genesis of Shannara series.,http://www.amazon.com/Gypsy-Morph-Genesis-Shannara-Book/dp/0345484142?tag=NYTBS-20,4,2008-09-14,2008-10-05,3,7,10,242.0,4.5,27.0,7.99,29.59
640,HAG-SEED,Margaret Atwood,Hogarth,,http://www.amazon.com/Hag-Seed-Hogarth-Shakespeare-Margaret-Atwood/dp/0804141290?tag=NYTBS-20,1,2016-10-30,2016-10-30,0,19,19,283.0,,0.0,,
641,HALF BROKE HORSES,Jeannette Walls,Scribner,"A re-creation of the life of the author’s grandmother, a mustang breaker, schoolteacher, ranch wife and mother of two who grew up in the Southwest in the early 20th century, by the author of “The Glass Castle.”",http://www.amazon.com/Half-Broke-Horses-True-Life-Novel/dp/1416586296?tag=NYTBS-20,16,2009-10-25,2010-02-14,8,9,11,2022.0,4.6,26.0,12.99,49.96
642,HALO: CRYPTUM,Greg Bear,Tor,,http://www.amazon.com/Halo-Cryptum-Book-Forerunner-Saga/dp/0765323966?tag=NYTBS-20,1,2011-01-23,2011-01-23,0,16,16,344.0,4.2,0.0,16.86,inf
643,HALO: SILENTIUM,Greg Bear,Tor/Tom Doherty,Book 3 of the Forerunner Saga.,http://www.amazon.com/Halo-Primordium-Book-Forerunner-Saga/dp/0765323974?tag=NYTBS-20,2,2012-01-22,2013-04-07,1,8,17,244.0,3.9,25.99,9.99,38.44
644,HANDLE WITH CARE,Jodi Picoult,Atria,"A woman whose daughter has a dangerous birth defect must decide whether to sue her obstetrician, an old friend.",http://www.amazon.com/Handle-Care-Novel-Jodi-Picoult/dp/0743296427?tag=NYTBS-20,10,2009-03-22,2009-05-24,9,8,1,1046.0,4.2,27.95,12.99,46.48
645,HANGMAN,Faye Kellerman,Morrow/HarperCollins,Decker and Lazarus investigate the disappearance of a professional killer’s wife and a nurse’s gruesome murder.,http://www.amazon.com/Hangman-Decker-Lazarus-Novel-Novels/dp/0061702617?tag=NYTBS-20,2,2010-08-22,2010-08-29,1,18,11,439.0,4.3,25.99,7.99,30.74
646,HANNAH'S LIST,Debbie Macomber,Mira,"On the anniversary of his wife’s death, Dr. Michael Everett receives a letter she had written him. In it, she asks him to remarry — and she’s chosen three women for him to consider.",http://www.amazon.com/Hannahs-Blossom-Street-Debbie-Macomber/dp/0778327809?tag=NYTBS-20,4,2010-05-16,2010-06-06,3,8,11,469.0,4.4,24.95,8.73,34.99
647,HAPPY BIRTHDAY,Danielle Steel,Delacorte,"Three very different people — a woman, her daughter and a former football player — arrive at their own crucial turning points on the same day.",http://www.amazon.com/Happy-Birthday-Novel-Danielle-Steel-ebook/dp/B004J4WLDW?tag=NYTBS-20,6,2011-08-07,2011-09-11,3,7,16,483.0,4.4,28.0,7.99,28.54
648,THE INN AT ROSE HARBOR,Debbie Macomber,Ballantine,A young widow buys a bed-and-breakfast.,http://www.amazon.com/Harbor-bonus-short-story-First/dp/0345535251?tag=NYTBS-20,5,2012-09-02,2012-09-30,4,7,11,1667.0,4.5,26.0,5.99,23.04
649,HARDBALL,Sara Paretsky,Putnam,"Searching for an old woman’s missing son, V. I. Warshawski, the Chicago private investigator, is plunged into the politics of the 1960s.",http://www.amazon.com/Hardball-V-I-Warshawski-Novel-Paretsky/dp/0399155937?tag=NYTBS-20,1,2009-10-11,2009-10-11,1,9,9,151.0,4.3,26.95,4.94,18.33
650,IN HARM'S WAY,Ridley Pearson,Putnam,,http://www.amazon.com/Harms-Way-Walt-Fleming-Novel/dp/0399156542?tag=NYTBS-20,1,2010-08-22,2010-08-22,0,20,20,71.0,3.8,0.0,13.89,inf
651,HAUSFRAU,Jill Alexander Essbaum,Random House,An American living in Zurich with her Swiss banker husband tries to break out of her circumscribed life.,http://www.amazon.com/Hausfrau-Novel-Jill-Alexander-Essbaum/dp/0812997530?tag=NYTBS-20,1,2015-04-05,2015-04-05,1,16,16,523.0,3.2,0.0,12.99,inf
652,HAVANA STORM,Clive Cussler,Putnam,Dirk Pitt becomes involved in a post-Castro power struggle in Cuba.,http://www.amazon.com/Havana-Storm-Dirk-Pitt-Adventure/dp/0399172920?tag=NYTBS-20,5,2014-11-16,2014-12-14,3,7,11,1929.0,4.4,0.0,9.99,inf
653,HAVEN,Kay Hooper,Berkley,The F.B.I. agent Noah Bishop and his special crimes unit help two sisters probe the secrets of a North Carolina town.,http://www.amazon.com/Haven-Bishop-Special-Crimes-Novels/dp/0515153710?tag=NYTBS-20,1,2012-08-19,2012-08-19,1,13,13,311.0,4.4,26.95,,
654,HAZARDOUS DUTY,W E B Griffin and William E Butterworth IV,Putnam,"Despite their antipathy, the president calls on Charley Castillo to take action against Mexican drug cartels and Somali pirates. ",http://www.amazon.com/Hazardous-Duty-Presidential-Agent-Novel-ebook/dp/B00C5R7E1O?tag=NYTBS-20,4,2014-01-19,2014-02-09,2,6,17,1783.0,2.3,0.0,9.99,inf
655,EVIL AT HEART,Chelsea Cain,Minotaur,"Gretchen Lowell, serial killer, and Archie Sheridan, the Portland detective who pursues her, have come to an agreement, but then another body turns up.",http://www.amazon.com/Heart-Archie-Sheridan-Gretchen-Lowell/dp/0312368488?tag=NYTBS-20,1,2009-09-20,2009-09-20,1,16,16,192.0,4.2,24.99,7.99,31.97
656,HEART OF THE MATTER,Emily Giffin,St. Martin’s,"Two women in a Boston suburb have little in common beyond a fierce love for their children, but their lives converge after a tragic accident.",http://www.amazon.com/Heart-Matter-Emily-Giffin/dp/0312554176?tag=NYTBS-20,9,2010-05-30,2010-07-25,6,7,11,693.0,4.1,26.99,10.27,38.05
657,HEART AND SOUL,Maeve Binchy,Knopf,A doctor establishes a heart clinic in a Dublin neighborhood.,http://www.amazon.com/Heart-Soul-Maeve-Binchy-ebook/dp/B001NLL98C?tag=NYTBS-20,7,2009-03-08,2009-04-19,6,8,11,447.0,4.4,26.95,5.99,22.23
658,HEARTLESS,Diana Palmer,HQN,A woman‘s secret makes it hard for her to accept her stepbrother‘s love.,http://www.amazon.com/Heartless-Diana-Palmer/dp/0373773781?tag=NYTBS-20,2,2009-06-14,2009-06-21,1,20,12,78.0,4.0,24.95,7.84,31.42
659,HEAT LIGHTNING,John Sandford,Putnam,Virgil Flowers investigates murder cases linked by a lemon in the mouth of each victim.,http://www.amazon.com/Heat-Lightning-Virgil-Flowers-No/dp/0425230619?tag=NYTBS-20,6,2008-10-12,2008-11-16,5,7,13,715.0,4.5,26.95,9.99,37.07
660,HEAT RISES,Richard Castle,Hyperion,An N.Y.P.D. homicide detective uncovers a conspiracy that reaches the department’s highest levels.,http://www.amazon.com/Heat-Rises-Nikki-Richard-Castle-ebook/dp/B005KA2HDS?tag=NYTBS-20,5,2011-10-09,2011-12-04,3,19,1,,,25.99,,
661,HEAT WAVE,Richard Castle,Hyperion,An N.Y.P.D. homicide detective investigates the death of a real estate tycoon and flirts with a magazine journalist.,http://www.amazon.com/Heat-Wave-Nikki-Book-ebook/dp/B002PEP4SC?tag=NYTBS-20,9,2009-11-01,2010-01-03,5,6,11,1849.0,4.2,19.99,6.99,34.97
662,STAR WARS: HEIR TO THE JEDI,Kevin Hearne,LucasBooks,,http://www.amazon.com/Heir-Jedi-Star-Kevin-Hearne/dp/0345544854?tag=NYTBS-20,1,2015-03-22,2015-03-22,0,17,17,465.0,3.4,0.0,51.84,inf
663,HELL GATE,Linda Fairstein,Dutton,"Alexandra Cooper, a Manhattan assistant district attorney, discovers a link between the wreck of a ship carrying human cargo and a sex scandal involving a promising New York congressman.",http://www.amazon.com/Hell-Gate-Alex-Cooper-Book/dp/0451412990?tag=NYTBS-20,2,2010-03-28,2010-04-04,2,9,15,111.0,3.9,26.95,9.99,37.07
664,HELL'S CORNER,David Baldacci,Grand Central,"The former assassin John Carr, a k a Oliver Stone, teams with an MI-6 agent to search for the perpetrators of a terrorist attack against the British prime minister.",http://www.amazon.com/Hells-Corner-Camel-Club-Book-ebook/dp/B003UBTX7C?tag=NYTBS-20,11,2010-11-28,2011-02-06,9,8,1,2142.0,4.5,27.99,9.99,35.69
665,HELL'S FOUNDATIONS QUIVER,David Weber,Tor/Tom Doherty,Book 8 in the Safehold series.,http://www.amazon.com/Hells-Foundations-Quiver-Safehold-David/dp/0765321874?tag=NYTBS-20,1,2015-11-01,2015-11-01,1,16,16,546.0,4.2,0.0,9.99,inf
666,HER DAUGHTER'S DREAM,Francine Rivers,Tyndale House,"Love between generations of women; the conclusion to ""Her Mother’s Hope.""",http://www.amazon.com/Her-Daughters-Dream-Martas-Legacy/dp/1414334095?tag=NYTBS-20,2,2010-10-03,2010-10-10,1,19,12,694.0,4.8,24.99,16.42,65.71
667,HER FEARFUL SYMMETRY,Audrey Niffenegger,Scribner,A woman haunts the flat she’s left to her twin nieces near Highgate Cemetery in London.,http://www.amazon.com/Her-Fearful-Symmetry-A-Novel-ebook/dp/B002O0K6VC?tag=NYTBS-20,5,2009-10-18,2010-01-17,3,6,10,773.0,,26.99,,
668,HERE I AM,Jonathan Safran Foer,"Farrar, Straus & Giroux",Private and public crises converge for four generations of a Jewish family.,http://www.amazon.com/Here-Am-Jonathan-Safran-Foer/dp/0374280029?tag=NYTBS-20,5,2016-09-25,2016-10-30,4,9,15,409.0,3.6,0.0,9.99,inf
669,HERE'S TO US,Elin Hilderbrand,"Little, Brown",Sparks fly as a celebrity chef’s ex-wives pile into a small cabin in Nantucket to join his widow for the reading of his will.,http://www.amazon.com/Heres-Us-Elin-Hilderbrand-ebook/dp/B0169ATKUK?tag=NYTBS-20,7,2016-07-03,2016-08-14,6,8,10,913.0,4.2,0.0,8.99,inf
670,A HERO OF FRANCE,Alan Furst,Random House,A Resistance leader aids the wartime effort without losing sight of the simple and essential pleasures of life.,http://www.amazon.com/Hero-France-Novel-Alan-Furst-ebook/dp/B018CHH2A8?tag=NYTBS-20,2,2016-06-19,2016-06-26,1,7,18,794.0,,0.0,,
671,HEROES ARE MY WEAKNESS,Susan Elizabeth Phillips,Morrow/HarperCollins,An actress who stages puppet shows arrives on an island off the wintry coast of Maine and encounters a man who once betrayed her. ,http://www.amazon.com/Heroes-Are-My-Weakness-Novel-ebook/dp/B00H7LT5II?tag=NYTBS-20,1,2014-09-14,2014-09-14,1,14,14,746.0,4.0,0.0,,
672,HEROES OF THE FRONTIER,Dave Eggers,Knopf,"Josie, a former dentist, is on the run from a bad relationship and on the lam in the Alaskan wilderness with her children.",http://www.amazon.com/Heroes-Frontier-Dave-Eggers/dp/045149380X?tag=NYTBS-20,2,2016-08-14,2016-08-21,1,8,20,,3.1,0.0,,
673,HEROES PROVED,Oliver North,Threshold Editions,,http://www.amazon.com/Heroes-Proved-Oliver-North/dp/147670631X?tag=NYTBS-20,1,2012-12-09,2012-12-09,0,20,20,312.0,,0.0,,
674,HIDDEN ORDER,Brad Thor,Emily Bestler/Atria,"When the five candidates being considered to head a mysterious agency are abducted, the counterterrorism operative Scot Harvath must untangle a web of conspiracies going back to the 18th century.",http://www.amazon.com/Hidden-Order-Thriller-Scot-Harvath/dp/1476717109?tag=NYTBS-20,6,2013-07-28,2013-09-01,5,9,13,2089.0,4.4,0.0,8.99,inf
675,HIDE AWAY,Iris Johansen,St. Martin's,A forensic sculptor heads to the Scottish Highlands in search of treasure.,http://www.amazon.com/Hide-Away-Eve-Duncan-Novel-ebook/dp/B0111JLTLC?tag=NYTBS-20,1,2016-05-15,2016-05-15,0,16,16,546.0,4.5,0.0,8.99,inf
676,THE HIGHWAYMAN,Craig Johnson,Viking,Wyoming’s Sheriff Walt Longmire (the inspiration of the Netflix series “Longmire”) encounters the supernatural in this novella.,http://www.amazon.com/Highwayman-Longmire-Story-Craig-Johnson/dp/0735220891?tag=NYTBS-20,1,2016-06-05,2016-06-05,1,10,10,,4.6,0.0,14.39,inf
677,HISS OF DEATH,Rita Mae Brown,Bantam,,http://www.amazon.com/Hiss-Death-Mrs-Murphy-Mystery/dp/0553591614?tag=NYTBS-20,1,2011-05-01,2011-05-01,0,17,17,161.0,3.5,0.0,7.99,inf
678,HISS AND HERS,M C Beaton,Minotaur,,http://www.amazon.com/Hiss-Hers-Agatha-Mystery-Mysteries/dp/0312616252?tag=NYTBS-20,1,2012-10-07,2012-10-07,0,18,18,186.0,4.4,0.0,13.99,inf
